排序,標題,縣市,區域,類別,備註,推薦者,搜尋連結,詳細地址,原始地址,評價,評論數,消費金額,標記刪除,商店網址,緯度,經度,flag,分享連結,flag2
1157,杯子社 CROOK TEA SHOP 總店/公休公告IG（歇業中，待新地點公佈）,台南市,中西區,珍珠奶茶店,,,https://maps.app.goo.gl/AgYtq4XnyDt4a4JZA,民權路一段45號,700台南市中西區民權路一段45號,4.3,115,,,,22.9896553,120.2102425,,https://maps.app.goo.gl/AgYtq4XnyDt4a4JZA,
1158,老闆是隻貓自烘咖啡專門店（內有胖橘）,台南市,東區,咖啡店,,,https://maps.app.goo.gl/hzCFQbrHv6FBWVMj9,林森路二段192巷81號,701台南市東區林森路二段192巷81號,4.8,23,,,,22.9897604,120.2262649,,https://maps.app.goo.gl/hzCFQbrHv6FBWVMj9,
1159,𡘙師傅便當專賣店-台南東門店,台南市,東區,中餐館,,,https://maps.app.goo.gl/ZzbPS9y2bswhrPJRA,東門路一段328號,701台南市東區東門路一段328號,3.5,275,,,,22.9867052,120.2174443,,https://maps.app.goo.gl/ZzbPS9y2bswhrPJRA,
1160,烹書Bookeater,台南市,中西區,住宿餐廳,挺台的香港媽媽，特色無國界料理，預約制,,https://maps.app.goo.gl/zMhVUQbvtC2ixBJF8,民族路三段289號左撇子咖啡吧樓上,700台南市中西區民族路三段289號左撇子咖啡吧樓上,,,,,,23.0000134,120.1922476,,https://maps.app.goo.gl/zMhVUQbvtC2ixBJF8,
1161,便當翔 Bento Xiang,台南市,東區,餐廳,支持青鳥行動,,https://maps.app.goo.gl/cPdoxDkD7CovYYow8,光明街48號,701台南市東區光明街48號,4.7,427,,,,22.9985971,120.228214,,https://maps.app.goo.gl/cPdoxDkD7CovYYow8,
1162,助友雷射科技股份有限公司,桃園市,楊梅區,金屬加工店,老闆綠到發黑,,https://maps.app.goo.gl/Tg5xnzKFGmBX2HRE6,高獅路813巷22弄9-1號,326桃園市楊梅區高獅路813巷22弄9-1號,5,8,,,,24.9279744,121.1644025,,https://maps.app.goo.gl/Tg5xnzKFGmBX2HRE6,
1163,Heaven徒手撥筋,新竹市,香山區,健康顧問,,,https://maps.app.goo.gl/mgpMjQgPLsJ6P4Ds5,虎林街123巷12弄36號,300新竹市香山區虎林街123巷12弄36號,5,69,,,,24.809309,120.940961,,https://maps.app.goo.gl/mgpMjQgPLsJ6P4Ds5,
1164,創啥貨藝術教室 tshòng siánn-huè gē-su̍t kàu-sik,雲林縣,斗六市,畫室,斗六青鳥行動發起點！,,https://maps.app.goo.gl/HiBi5LiTPUvDAteV8,南揚街66號2樓,640雲林縣斗六市南揚街66號2樓,4.7,9,,,,23.6984483,120.5384344,,https://maps.app.goo.gl/HiBi5LiTPUvDAteV8,
1165,蔴油木子,台北市,萬華區,餐廳,,,https://maps.app.goo.gl/ZWomxnEwJq7ZNcAy5,廣州街77號,108台北市萬華區廣州街77號,4.2,415,,,,25.0366137,121.5043413,,https://maps.app.goo.gl/ZWomxnEwJq7ZNcAy5,
1166,島嶼事務所 空間販售店。咖啡丨酒吧丨選物店丨攝影棚丨場地租借,新北市,土城區,酒吧,,,https://maps.app.goo.gl/ZVkaTygt4anMzVE89,延和路88巷13弄1號,236新北市土城區延和路88巷13弄1號,4.9,103,,,,24.9885485,121.467165,,https://maps.app.goo.gl/ZVkaTygt4anMzVE89,
1167,台積電七廠運動館,新竹縣,寶山鄉,健身室,,,https://maps.app.goo.gl/qHwbTpC3FQkTcz9L8,研新一路17號,308新竹縣寶山鄉研新一路17號,4.4,431,,,,24.7762479,120.9940319,,https://maps.app.goo.gl/qHwbTpC3FQkTcz9L8,
1168,呼嚕咖啡館x貓中途驛站(請勿拍打貓咪身體）（店休請見IG）,台南市,中西區,咖啡店,內有台派貼紙,,https://maps.app.goo.gl/mW4KMoB43AHcWvA67,新美街198號,700台南市中西區新美街198號,4.6,540,,,,22.997952,120.201501,bb,https://maps.app.goo.gl/mW4KMoB43AHcWvA67,
1169,楊家胡口,台南市,善化區,熟食店,,,https://maps.app.goo.gl/HrphKbkds2tfyLQn8,文昌路54-1號,741台南市善化區文昌路54-1號,5,41,,,,23.1284168,120.2885596,,https://maps.app.goo.gl/HrphKbkds2tfyLQn8,
1170,盼逆熱壓吐司（休息日以IG公告為準）,台南市,中西區,早午餐餐廳,,,https://maps.app.goo.gl/YUMsJk6WdjWpBsUm7,民生路二段365號,700台南市中西區民生路二段365號,5,13,,,,22.9972195,120.1896277,,https://maps.app.goo.gl/YUMsJk6WdjWpBsUm7,
1171,Coffee Melbourne 墨爾本咖啡,台中市,北區,早午餐餐廳,https://www.threads.net/@xmeimaewux/post/C7eU0hDPvzv/?xmt=AQGzZVhSiRbhWkSEc_O4govjK9dSgddg-cx7QZ9SZ0dHiQ,,https://maps.app.goo.gl/SCbe3vkqTuSDAtbP6,進化北路338號,404台中市北區進化北路338號,4.2,655,,,,24.1632932,120.6812651,,https://maps.app.goo.gl/SCbe3vkqTuSDAtbP6,
1172,GinGin Coffee 忠孝本店,台北市,中正區,咖啡店,,,https://maps.app.goo.gl/TiHkGJZaU6hXj8e88,臨沂街27巷9號1樓,100台北市中正區臨沂街27巷9號1樓,4.2,1,,,,25.0410004,121.5313085,,https://maps.app.goo.gl/TiHkGJZaU6hXj8e88,
1173,金晶雞 | GINGIN CHICKEN | 最後加點時間為營業時間結束的半小時以前,台北市,中正區,亞洲菜餐廳,,,https://maps.app.goo.gl/M7f3peSAmoqnG1LD9,忠孝東路一段166號1樓,100台北市中正區忠孝東路一段166號1樓,4.3,197,,,,25.043902,121.5261477,,https://maps.app.goo.gl/M7f3peSAmoqnG1LD9,
1174,台灣番薯丸（台南北門總店）,台南市,中西區,熟食店,青鳥行動贊助廠商 阮是勇敢的台灣囡仔,,https://maps.app.goo.gl/eQYamqGhxugxbyqo9,北門路一段7號,700台南市中西區北門路一段7號,4.3,903,,,,22.9894263,120.2112355,,https://maps.app.goo.gl/eQYamqGhxugxbyqo9,
1175,神域臭豆腐 餐車,桃園市,楊梅區,小吃攤,愛台灣的老闆💚,,https://maps.app.goo.gl/z8tkZaefxBZYKp6RA,梅高路322號,326桃園市楊梅區梅高路322號,4.6,177,,,,24.9283649,121.1460218,,https://maps.app.goo.gl/z8tkZaefxBZYKp6RA,
1176,梁記麻辣火鍋專賣店,桃園市,中壢區,火鍋餐廳,朋友之前路過看到店家公開挺彭俊豪,,https://maps.app.goo.gl/wS5KCZsSEftD98f26,新生路259號,320桃園市中壢區新生路259號,4.4,1,,,,24.9632451,121.2229831,,https://maps.app.goo.gl/wS5KCZsSEftD98f26,
1177,阿寶肉羹大王,桃園市,中壢區,餐廳,老闆支持民進黨，會當場反駁盜草人。 · https://www.threads.net/@jiawhn/post/C3w_XIHPMqp/,,https://maps.app.goo.gl/AvoiDF4rV42ZMz3E7,力行北街119號,320桃園市中壢區力行北街119號,2.9,135,,,,24.9557278,121.2381931,,https://maps.app.goo.gl/AvoiDF4rV42ZMz3E7,
1178,阿燕廣東腸粉,桃園市,中壢區,,雖然闆娘是中國人 可是是支持賴清德的 闆娘很低調 畢竟還是需要返鄉,,https://maps.app.goo.gl/EDy664kdmum4wyF18,中園路187巷內,320桃園市中壢區中園路187巷內,4.5,93,,歇業,,24.9696184,121.2356869,,https://maps.app.goo.gl/EDy664kdmum4wyF18,
1179,揚昇法律專利事務所,台北市,信義區,普通律師事務所,FB大表態,,https://maps.app.goo.gl/yovwf5xYKPPP5KiK7,基隆路一段432號號 10 樓 之 4,11051台北市信義區基隆路一段432號號 10 樓 之 4,5,1,,,,25.033703,121.559678,,https://maps.app.goo.gl/yovwf5xYKPPP5KiK7,
1180,村飲XO醬乾拌麵,桃園市,桃園區,中式麵食店,,,https://maps.app.goo.gl/UuVhhyXHg4pmovaT9,大同路125號,330桃園市桃園區大同路125號,4.6,84,,,,24.9884368,121.3087456,,https://maps.app.goo.gl/UuVhhyXHg4pmovaT9,
1181,HIPP 喜寶棧 - 咖啡酒館 & 貓旅館 9月29/30日店休 CAFE BAR & CAT HOTEL,台北市,中正區,酒吧,,,https://maps.app.goo.gl/RtR5XCXszXkvo6jW7,中華路二段307巷40號1樓,100063台北市中正區中華路二段307巷40號1樓,5,552,,,,25.0293623,121.5063294,,https://maps.app.goo.gl/RtR5XCXszXkvo6jW7,
1182,裏葉(營業資訊請看instagram）,台南市,北區,餐廳,,,https://maps.app.goo.gl/hkEWf1CKED7ySgpU9,西門路三段45巷42弄10號,704台南市北區西門路三段45巷42弄10號,4.4,524,,,,23.0021498,120.2014623,,https://maps.app.goo.gl/hkEWf1CKED7ySgpU9,
1183,巷光咖啡 To Light Coffee Roasters,宜蘭縣,羅東鎮,咖啡店,方斗春聯「我們都是台灣人」以及貼「願榮光歸……」的展覽海報,,https://maps.app.goo.gl/XyeznV46K593Jieo8,公正街22號,265宜蘭縣羅東鎮公正街22號,4.7,462,,,,24.6774201,121.7711546,,https://maps.app.goo.gl/XyeznV46K593Jieo8,
1184,Ni Café 妮咖啡 竹北店 無店休 全新改裝3.0,新竹縣,,咖啡店,代收連署書商家,,https://maps.app.goo.gl/VPe75HnPajZbPT6d9,新竹縣302,"131號, 勝利五路竹北市新竹縣302",4.5,133,,,,24.8241392,121.0272367,,https://maps.app.goo.gl/VPe75HnPajZbPT6d9,x
1185,木星人·手作/木星基地 (整模線上預約制),新竹市,東區,甜品店,,,https://maps.app.goo.gl/AQbcPJPq53EaJ2rF6,長春街156巷17弄4號1樓,300新竹市東區長春街156巷17弄4號1樓,4.8,84,,,,24.7896111,121.016298,,https://maps.app.goo.gl/AQbcPJPq53EaJ2rF6,
1186,益泰冰淇淋 Yi Tai Ice cream (冰淇淋 | 冰棒 | ）,台中市,大里區,雪糕店,春聯是貼六順和春跟台灣尚勇，妹妹會去參加青鳥活動(BY店家本人/親屬),,https://maps.app.goo.gl/jcPiauBF6PLwLEn78,中興路一段140巷7號,412台中市大里區中興路一段140巷7號,5,220,,,,24.0837805,120.6978632,,https://maps.app.goo.gl/jcPiauBF6PLwLEn78,
1187,只今居酒屋,台南市,中西區,日式串燒餐廳,電視會播好節目！,,https://maps.app.goo.gl/cNakg6V9RRpJoDye6,宮後街9號,700台南市中西區宮後街9號,4.4,188,,,,22.9964097,120.1992366,,https://maps.app.goo.gl/cNakg6V9RRpJoDye6,
1188,涼粉伯,台北市,萬華區,甜品店,,,https://maps.app.goo.gl/LyVM3Rm5ZE3gdSks7,貴陽街二段202號,108台北市萬華區貴陽街二段202號,4.3,1,,,,25.0400647,121.5000962,,https://maps.app.goo.gl/LyVM3Rm5ZE3gdSks7,
1189,荒花書店,台北市,大同區,書店,,,https://maps.app.goo.gl/s9oDuLuSHUB5GFAr9,承德路一段69巷7號,103台北市大同區承德路一段69巷7號,4.7,301,,,,25.0519134,121.5177248,,https://maps.app.goo.gl/s9oDuLuSHUB5GFAr9,
1190,松果咖啡（Sungo Caffe’）,彰化縣,員林市,咖啡店,https://www.threads.com/@pochenhuang/post/DMh8NdQPiud?xmt=AQF07M96nQCUADf4Kz3eQpVVRv6FRPVUdTtbMb5cznq6Xw,,https://maps.app.goo.gl/XkQZR1nhL7qw4StHA,成功東路162-1號,51043彰化縣員林市成功東路162-1號,4.5,187,,,,23.961413,120.581754,,https://maps.app.goo.gl/XkQZR1nhL7qw4StHA,
1191,仙嚼,新北市,蘆洲區,冰品飲料店,,,https://maps.app.goo.gl/oXj7J9ShZLzPvwua7,長安街3號,247新北市蘆洲區長安街3號,4.8,133,,,,25.078701,121.4644684,,https://maps.app.goo.gl/oXj7J9ShZLzPvwua7,
1192,悠鱻（叁魚號）麵線華西街觀光夜市店,台北市,萬華區,熟食店,524有贊助麵線,,https://maps.app.goo.gl/1CDrjyCb6RfTQosK6,華西街攤位184號,108台北市萬華區華西街攤位184號,4.4,706,,,,25.0394621,121.4984671,,https://maps.app.goo.gl/1CDrjyCb6RfTQosK6,
1193,蘭鄉排骨飯,台北市,中正區,台灣餐廳,支持524,,https://maps.app.goo.gl/eo36D1KoroHdwXjV9,青島東路25-2號,100台北市中正區青島東路25-2號,4.4,120,,,,25.0433444,121.5246753,bb,https://maps.app.goo.gl/eo36D1KoroHdwXjV9,
1194,萬屯麵包工作室,台南市,東區,麵包西餅店,有放全國連署書,,https://maps.app.goo.gl/nVGsHkwsbsdXBYG29,裕農路288巷199號,701台南市東區裕農路288巷199號,4.7,114,,,,22.9849219,120.2302488,bb,https://maps.app.goo.gl/nVGsHkwsbsdXBYG29,
1195,MR PIKI 澳式咖啡專家 北區店,台南市,北區,早午餐餐廳,,,https://maps.app.goo.gl/JdF5my6vAXfEPR9m6,中華北路二段90巷50號,704台南市北區中華北路二段90巷50號,4.8,1,,,,23.0186282,120.1977531,,https://maps.app.goo.gl/JdF5my6vAXfEPR9m6,
1196,Taïrroir 態芮,台北市,中山區,台灣餐廳,支援524現場 · https://www.threads.net/@clio1008/post/C7WHEl1vOYS/?xmt=AQGza_PXsKrjf2KTf8QYPlwHXDT4dwJWdrM3DyijBCLLCw,,https://maps.app.goo.gl/doiPEFEXyie74Aag6,樂群三路299號6樓,104053台北市中山區樂群三路299號6樓,4.3,1,,,,25.08278,121.5591771,,https://maps.app.goo.gl/doiPEFEXyie74Aag6,
1197,蔡啟芳ㄟ店呷厚飽-眾人的溫飽站,台中市,清水區,,,,"https://www.google.com/maps/search/%E8%94%A1%E5%95%9F%E8%8A%B3%E3%84%9F%E5%BA%97%E5%91%B7%E5%8E%9A%E9%A3%BD-%E7%9C%BE%E4%BA%BA%E7%9A%84%E6%BA%AB%E9%A3%BD%E7%AB%99+%E4%B8%AD%E5%B1%B1%E8%B7%AF52%E8%99%9F%E4%B9%8B2%E8%99%9F/@24.138524,120.6799731,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDkyMy4wIKXMDSoASAFQAw%3D%3D",中山路52號之2號,436台中市清水區中山路52號之2號,,,,,,24.138524,120.682548,,,
1198,kukukohi,新竹縣,竹北市,咖啡店,0524出示脆友文飲品買一送一,,https://maps.app.goo.gl/uK4RKrWaHWfkQi1x8,自強六街50號,302新竹縣竹北市自強六街50號,3.9,213,,,,24.8186984,121.0247295,,https://maps.app.goo.gl/uK4RKrWaHWfkQi1x8,
1199,島東譯電所,花蓮縣,花蓮市,酒吧,,,https://maps.app.goo.gl/9KAvEUETFj5v1pfw6,福建街436號,970花蓮縣花蓮市福建街436號,4.8,750,,,,23.9739638,121.6084861,,https://maps.app.goo.gl/9KAvEUETFj5v1pfw6,
1200,台灣基督長老教會 台南東門巴克禮紀念教會,台南市,東區,長老教會教堂,524 我藐視國會 全台串聯地之一,,https://maps.app.goo.gl/E6uuwSkxnPfTV7AeA,東門路一段187號,701台南市東區東門路一段187號,4.5,175,,,,22.9877974,120.2157021,,https://maps.app.goo.gl/E6uuwSkxnPfTV7AeA,
1201,B.B.ART,台南市,中西區,畫廊,,,https://maps.app.goo.gl/QniDp6gC7nqTdUJo8,民權路二段48號,70050台南市中西區民權路二段48號,4.6,325,,,,22.9945027,120.2052364,,https://maps.app.goo.gl/QniDp6gC7nqTdUJo8,
1202,M-BAR 南美洲餐酒吧,台南市,中西區,美式餐廳,,,https://maps.app.goo.gl/8cigFTjJbhYwWXYq5,信義街46巷11號,70053台南市中西區信義街46巷11號,4.9,130,,,,23.0002015,120.1960648,,https://maps.app.goo.gl/8cigFTjJbhYwWXYq5,
1203,星耀辰咖啡工作室 DALAH COFFEE STUDIO//請追蹤新IG,嘉義縣,太保市,咖啡店,https://www.threads.net/@dalah_coffee_studio/post/C7UTV32ypE4/?xmt=AQGzB-MrJdS0lKmqsD2g4E4mhKOgglQmChK6IDcmIa7OLw,,https://maps.app.goo.gl/dLZAWK3juzpaREJv6,保鐵一路二段103號,612嘉義縣太保市保鐵一路二段103號,4.9,60,,,,23.4542286,120.3261316,bb,https://maps.app.goo.gl/dLZAWK3juzpaREJv6,
1204,果食男子 ｜ 果醬專賣店 ✦ 來店前請先打電話 ◖ 已無販售餐飲刨冰 ◗,台中市,西區,蔬果加工,公開發文挺大罷免跟大遶境,,https://maps.app.goo.gl/ZrQ2y2X7qEXESfLG6,五權西五街88巷21號,40348台中市西區五權西五街88巷21號,4.8,323,,,,24.1372489,120.6595544,,https://maps.app.goo.gl/ZrQ2y2X7qEXESfLG6,
1205,一間印刷行 aletterpress,台北市,大同區,禮品店,"提供大罷免大成功罷免明信片日曆凸版印刷
https://www.facebook.com/100067145888199/posts/pfbid0zHmeVg9s6M7zqwBR9i2VjeMZysWPYoH1KHKsY8bGMJGqUW8jGt8gpeJiAjQg2u5Vl/",,https://maps.app.goo.gl/1HSJhjTxXk4anMMN7,太原路97巷12號,103台北市大同區太原路97巷12號,4.6,99,,,,25.052088,121.516187,,https://maps.app.goo.gl/1HSJhjTxXk4anMMN7,
1206,吾家咖啡·布丁專門店,新北市,汐止區,咖啡店,,,https://maps.app.goo.gl/M22PHBeZ589Uo8Fu8,仁愛路59號,221新北市汐止區仁愛路59號,4.7,298,,重複,,25.0629918,121.6605853,,https://maps.app.goo.gl/M22PHBeZ589Uo8Fu8,
1207,館前商業大樓臨時/月租停車場,台北市,中正區,月租停車場,,,https://maps.app.goo.gl/GRYxXLQkFzQB22Ux7,館前路2號,100台北市中正區館前路2號,4.6,225,,,,25.0464134,121.5147708,,https://maps.app.goo.gl/GRYxXLQkFzQB22Ux7,
1208,激浪特攻本部 この野郎（請參考IG限動營業公告,台中市,西區,咖啡店,,,https://maps.app.goo.gl/vt6KZKBYz6zr9pJi9,柳川東路二段58號,403台中市西區柳川東路二段58號,4.7,129,,,,24.1336099,120.6649579,,https://maps.app.goo.gl/vt6KZKBYz6zr9pJi9,
1209,酒莊美食餐廳,新北市,萬里區,中餐館,阿德是老闆的叔叔，國宴菜指定地瓜金桔捲,,https://maps.app.goo.gl/uhy8PY7s3YJRxSds5,內中福路4號,207新北市萬里區內中福路4號,4.3,568,,,,25.1652119,121.6676486,,https://maps.app.goo.gl/uhy8PY7s3YJRxSds5,
1210,迷你義式冰淇淋,台東縣,長濱鄉,雪糕店,以莉高露家的冰淇淋店,,https://maps.app.goo.gl/NXB3PtPYYRdvx2bJA,16鄰12號,962台東縣長濱鄉16鄰12號,4.7,498,,,,23.2734778,121.425824,,https://maps.app.goo.gl/NXB3PtPYYRdvx2bJA,
1211,50嵐 捷運善導寺店,台北市,中正區,冰品飲料店,,,https://maps.app.goo.gl/hjHVKTx5dJT232Za8,忠孝東路一段11-1號,10049台北市中正區忠孝東路一段11-1號,4.3,459,,,,25.0449151,121.5238661,,https://maps.app.goo.gl/hjHVKTx5dJT232Za8,
1212,夏至咖啡,宜蘭縣,宜蘭市,咖啡店,"2025 參加台派寶寶串聯計畫同意罷免
https://www.threads.com/@bb._.bbin/post/DL2M0UYTm-C",,https://maps.app.goo.gl/KuC8BV6kvrcrMj7h9,中華路48號1樓,260宜蘭縣宜蘭市中華路48號1F,4.6,296,,,,24.7456655,121.7544499,bb,https://maps.app.goo.gl/KuC8BV6kvrcrMj7h9,
1213,地方煮夫 Local Husband丨公館美食丨會議便當丨健康餐盒丨雞胸肉丨外帶餐盒丨大安美食,台北市,大安區,飯盒供應商,訂餐貼文中有「沒有討論，沒有民主」,,https://maps.app.goo.gl/MdSPWrfx7seTPLVCA,羅斯福路四段123巷29-2號,106台北市大安區羅斯福路四段123巷29-2號,4.3,176,,,,25.0101179,121.537592,,https://maps.app.goo.gl/MdSPWrfx7seTPLVCA,
1214,Sheraton Grand Taipei Hotel,台北市,中正區,,,,https://maps.app.goo.gl/HarnXbyoWx8jyupb6,忠孝東路一段12號,100台北市中正區忠孝東路一段12號,4.3,14,,,,25.0446119,121.5220328,,https://maps.app.goo.gl/HarnXbyoWx8jyupb6,
1215,湖口 老街第二代 客家創意料理,新竹縣,湖口鄉,客家菜館,在臉書上公開支持賴清德，賴總統曾經去吃過，請大家多多去支持,,https://maps.app.goo.gl/p9ttD4BGcRtLyx6x9,湖口老街270-2號,303新竹縣湖口鄉湖口老街270-2號,4,216,,,,24.8771482,121.0583942,,https://maps.app.goo.gl/p9ttD4BGcRtLyx6x9,
1216,尖蚪,台北市,中正區,咖啡店,罷免藍委友善店家,,https://maps.app.goo.gl/e9fhPsktuVVYhSAz8,汀州路三段230巷57號,100台北市中正區汀州路三段230巷57號,4.5,462,,,,25.0104605,121.5318943,,https://maps.app.goo.gl/e9fhPsktuVVYhSAz8,
1217,阿桐阿寶四神湯,台北市,大同區,熟食店,脆友分享5/21有人發肉粽給青島東路的大家吃。,,https://maps.app.goo.gl/Yuqzow7TjtUmvAh47,民生西路153號,103台北市大同區民生西路153號,3.9,7,,,,25.0573968,121.5177947,,https://maps.app.goo.gl/Yuqzow7TjtUmvAh47,
1218,陳冰商號,台北市,萬華區,茶葉店,https://www.facebook.com/uphsiao1206079/posts/pfbid0BDVsnkH8fdRhjeWHF5ctTSYpZ7mFuaZgAFEpWgKe5efZExtav6Rj9H4SzAevMwoUl,,https://maps.app.goo.gl/DyYDCkB8kg9gigpXA,長沙街二段136-20號,108台北市萬華區長沙街二段136-20號,4.7,39,,,,25.0404358,121.5022636,,https://maps.app.goo.gl/DyYDCkB8kg9gigpXA,
1219,臺灣基督長老教會 濟南教會,台北市,中正區,長老教會教堂,521安全點 願大家平安,,https://maps.app.goo.gl/xYt6yy1taGywqp9k8,中山南路3號,100台北市中正區中山南路3號,4.6,690,,,,25.0434436,121.5195385,,https://maps.app.goo.gl/xYt6yy1taGywqp9k8,
1220,Notch咖啡 高等法院店,台北市,中正區,咖啡店,521友善據點 提供休息空間 願大家平安,,https://maps.app.goo.gl/kDqsLFfRhg46wZAM7,博愛路127號,100台北市中正區博愛路127號,4.6,22,,,,25.0385318,121.5113727,,https://maps.app.goo.gl/kDqsLFfRhg46wZAM7,
1221,左轉有書,台北市,中正區,書店,521友善據點 提供休息空間 願大家平安,,https://maps.app.goo.gl/RuUTPGCRrgJnR4V58,鎮江街3-1號,100台北市中正區鎮江街3-1號,4.4,1,,,,25.0444475,121.5216671,,https://maps.app.goo.gl/RuUTPGCRrgJnR4V58,
1222,DamnGood.TW,台北市,中山區,咖啡店,521友善據點 願大家平安,,https://maps.app.goo.gl/wE3rs7HRQMoCpoVx6,林森北路107巷10號1樓,10491台北市中山區林森北路107巷10號1樓,4.4,584,,,,25.0501209,121.5253918,,https://maps.app.goo.gl/wE3rs7HRQMoCpoVx6,
1223,玩聚空間 桌遊 各式場地租借/桌遊販售出租/精釀啤酒/生日聚會/內有店貓3隻,台北市,中正區,紙版遊戲俱樂部,521友善據點 可以隨時去休息 願大家平安,,https://maps.app.goo.gl/qPrGLL4Soubha3L98,濟南路二段24-1號B1,100台北市中正區濟南路二段24-1號B1,4.8,590,,,,25.0408435,121.5287631,,https://maps.app.goo.gl/qPrGLL4Soubha3L98,
1224,Mr. Lobby Coffee Roaster（大堂咖啡企業社）,雲林縣,斗六市,咖啡店,,,https://maps.app.goo.gl/WH6LFnQvg2hCoDKE8,府前街117號,640雲林縣斗六市府前街117號,4.8,379,,,,23.7054879,120.542246,,https://maps.app.goo.gl/WH6LFnQvg2hCoDKE8,
1225,慕恆法律事務所,新竹縣,竹北市,律師事務所,,,https://maps.app.goo.gl/NQMwRAAXEEvvV7Zr7,成功十一街116號,302新竹縣竹北市成功十一街116號,5,15,,,,24.8144901,121.0225029,,https://maps.app.goo.gl/NQMwRAAXEEvvV7Zr7,
1226,ichijiku cafe & living 珈琲無花果-｜手沖咖啡、甜點｜禁帶外食,台北市,大同區,咖啡店,,,https://maps.app.goo.gl/rbYBzxFofMwEL4qT8,安西街19號,103台北市大同區安西街19號,4.8,162,,,,25.0597559,121.510088,,https://maps.app.goo.gl/rbYBzxFofMwEL4qT8,
1227,海神‬平價生魚片丼飯,新竹市,東區,日本餐廳,,,https://maps.app.goo.gl/ea2kB9NKAZ3iKVVE7,大同路86號,300新竹市東區大同路86號,4,1,,,,24.805022,120.9688179,,https://maps.app.goo.gl/ea2kB9NKAZ3iKVVE7,
